                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |    2418232 |  361410482 |  361302693 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  Cycles                             |  230505600 |  230505600 |  230505600 |  230505600 |  230505600 |  230505600 |  230505600 |  230505600 |  230505600 |  230505600 |  230505600 |  230505600 |  230505600 |  230505600 |  230505600 |  230505600
  IPC                                |       0.01 |       1.57 |       1.57 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  Time (ns)                          |   57626400 |   57626400 |   57626400 |   57626400 |   57626400 |   57626400 |   57626400 |   57626400 |   57626400 |   57626400 |   57626400 |   57626400 |   57626400 |   57626400 |   57626400 |   57626400
  Idle time (ns)                     |   56741758 |     885104 |     926632 |   57626400 |   57626400 |   57626400 |   57626400 |   57626400 |   57626400 |   57626400 |   57626400 |   57626400 |   57626400 |   57626400 |   57626400 |   57626400
  Idle time (%)                      |      98.5% |       1.5% |       1.6% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |     334940 |   34230452 |   34217221 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num incorrect                      |      16672 |    1128433 |    1125516 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  misprediction rate                 |      4.74% |      3.19% |      3.18% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
